YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,QV2M,RH2M,PRECTOTCORR
2004,6,7,96.85,2.01,2.9,1.04,1.86,76.81,2.83,3.73,1.59,2.14,77.56,17.76,87.31,0.14
2004,6,8,96.9,1.61,2.73,0.87,1.86,96.81,2.25,3.49,1.17,2.32,96.69,18.25,89.69,4.38
2004,6,9,96.82,1.93,3.38,1.19,2.19,69.06,2.67,4.01,1.9,2.11,70.06,17.7,90.88,3.66
2004,6,10,96.81,1.66,2.54,0.88,1.66,54.12,2.32,3.12,1.32,1.8,55.25,17.33,89.94,0.77
2004,6,11,96.82,2.2,4.09,1.23,2.87,82.38,3.06,4.9,2,2.89,83.31,16.78,85.06,0.33
2004,6,12,96.86,1.54,3.46,0.4,3.05,79,2.21,4.13,0.7,3.44,79.81,17.58,88.56,0.68
2004,6,13,96.88,1.73,2.69,0.86,1.84,79.81,2.52,4.01,1.32,2.69,80.44,17.82,89,1.97
2004,6,14,96.91,2.3,3.67,1.45,2.21,74.5,3.34,4.46,2.41,2.05,74.5,17.76,89.88,16.31
2004,6,15,97.04,1.56,2.12,1,1.12,58.75,2.3,3,1.49,1.5,59.5,17.27,85.75,1.04
2004,6,16,97.06,2.2,3.65,1.34,2.3,92.75,3.2,4.28,2.3,1.98,94.06,15.81,82.12,0
2004,6,17,97.06,2.08,2.66,1.46,1.2,86.38,3.08,4.01,2.16,1.84,87.19,15.32,81.25,0
2004,6,18,97.08,1.95,3.52,1.34,2.19,71.06,2.8,4.12,1.41,2.71,72.19,15.81,84.06,0.51
2004,6,19,97.07,1.41,2.83,0.3,2.52,144.06,1.97,3.78,0.49,3.29,146.31,16.17,82.88,0.19
2004,6,20,97.15,1.11,1.89,0.14,1.75,185.06,1.52,2.77,0.23,2.53,167.69,15.81,80.88,0.42
2004,6,21,97.2,1.33,2.53,0.64,1.89,151.88,1.98,3.15,0.87,2.29,152.5,15.69,81.31,0.2
2004,6,22,97.23,1.95,3.52,1.13,2.38,182.12,3.04,4.38,1.54,2.83,181.25,15.2,81.88,0
2004,6,23,97.1,2.52,3.99,1.61,2.38,103,3.95,6.01,2.02,3.98,103.25,15.08,82.88,0.01
2004,6,24,96.97,2.37,3.63,1.29,2.34,80.75,3.36,4.27,1.95,2.33,81.56,15.87,85.5,0.02
2004,6,25,97.01,2.37,3.1,1.7,1.4,95.31,3.41,4.18,2.82,1.36,95.94,16.05,84.81,0
2004,6,26,96.93,1.6,2.56,1.06,1.49,105,2.33,3.4,1.05,2.34,105.88,16.72,84.94,6.09
2004,6,27,96.97,1.15,1.98,0.3,1.68,152.81,1.66,2.97,0.2,2.77,151.44,17.46,88.69,4.94
2004,6,28,97.01,1.78,3.94,0.59,3.35,107.38,2.72,4.79,0.84,3.95,109.25,16.05,85.88,0.52
2004,6,29,96.93,2.24,3.99,1.11,2.88,161.19,3.53,5.8,2.16,3.63,161.75,14.95,82.12,0.76
2004,6,30,96.82,1.5,2.99,0.23,2.77,156.81,2.16,3.73,0.39,3.34,156.19,13.92,76.44,0.11
2004,7,1,96.87,1.36,2.21,0.12,2.09,171.62,1.9,3.3,0.18,3.12,168.88,14.83,79.25,8.11
2004,7,2,96.89,1.6,2.16,0.66,1.5,80.81,2.29,3.08,0.65,2.44,81.56,16.24,84.81,4.93
2004,7,3,96.78,1.65,2.47,0.91,1.55,76.75,2.43,3.21,1.25,1.96,77.44,17.46,87.44,1.14
2004,7,4,96.8,2.34,3.74,1.2,2.54,65.88,3.35,4.27,2.01,2.27,66.62,17.7,90.5,4.43
2004,7,5,96.85,2.67,4.36,1.49,2.88,90.19,3.84,5.23,2.51,2.73,90.81,16.54,87.44,1.54
2004,7,6,96.82,2.44,3.77,1.06,2.7,80.38,3.45,4.48,1.62,2.86,81.62,16.85,86.81,1.51
2004,7,7,96.91,1.27,1.86,0.87,0.99,75.12,1.85,3.62,0.99,2.64,77.94,17.33,85.94,3.52
2004,7,8,96.93,1.77,2.65,0.83,1.83,65.94,2.52,3.62,1.32,2.3,66.44,16.72,85.5,1.41
2004,7,9,96.95,1.3,2.19,0.6,1.59,82.69,1.75,2.59,0.84,1.76,83.5,16.78,87.06,2.4
2004,7,10,96.87,1.26,3.17,0.35,2.81,63,1.72,3.62,0.54,3.09,65,16.54,87.25,0.62
2004,7,11,96.82,1.55,2.34,1.05,1.3,63,2.3,2.89,1.2,1.69,63.62,16.6,86.56,8.13
2004,7,12,96.86,2.19,3.32,1.14,2.19,49.75,3.39,3.98,2.2,1.77,49.94,17.27,91.44,20.1
2004,7,13,96.85,2.26,3.68,1.38,2.3,60.5,3.33,4.37,2.5,1.87,61.5,16.97,89,1.15
2004,7,14,96.76,1.81,3.23,1.09,2.15,61.62,2.76,3.9,1.86,2.04,61.94,17.4,89.81,2.3
2004,7,15,96.78,2.11,3.21,1.29,1.92,82.31,3.17,3.87,2.14,1.72,82.75,17.58,90.06,12.58
2004,7,16,96.86,1.59,3.32,0.55,2.77,80.06,2.28,3.98,0.84,3.15,83.19,16.72,86.12,6.17
2004,7,17,96.89,1.96,3.7,0.52,3.17,96.94,2.9,4.53,0.74,3.79,97.5,16.91,90.94,1.58
2004,7,18,96.84,2.67,4.65,1.09,3.55,65,4.02,5.5,1.81,3.69,65.75,17.03,90.38,0.01
2004,7,19,96.83,2.62,3.73,1.86,1.88,87.5,3.92,4.86,3.12,1.74,87.81,16.24,87.31,0
2004,7,20,96.83,2.11,3.23,1.28,1.95,87.81,3.01,3.91,2.12,1.8,88.94,15.99,83.81,0.01
2004,7,21,96.85,1.91,2.77,1.04,1.73,82.44,2.82,4.04,1.11,2.93,83.25,15.87,83.31,0.05
2004,7,22,96.9,2.04,2.83,1.63,1.2,87.25,2.91,3.49,2.02,1.47,88.31,15.2,82.81,0
2004,7,23,96.89,2.05,3.07,0.74,2.34,91.19,2.88,3.84,1.25,2.59,92.31,15.81,84.25,0.76
2004,7,24,96.84,1.95,2.88,1.05,1.82,85.62,2.7,3.65,1.73,1.93,86.88,16.48,85.19,0.08
2004,7,25,96.8,1.92,2.82,1.21,1.61,86.25,2.8,3.53,1.87,1.67,87.38,16.36,84.25,0.13
2004,7,26,96.77,1.84,2.9,1.26,1.64,73.12,2.68,3.81,1.33,2.48,73.81,15.32,81.25,0.01
2004,7,27,96.85,1.81,2.8,0.89,1.91,83.19,2.53,3.88,1.15,2.73,84.12,14.59,80.62,0
2004,7,28,96.9,1.78,2.49,1.24,1.25,87.38,2.5,3.55,1.51,2.05,88.94,14.77,81.19,0
2004,7,29,96.94,1.65,2.55,0.95,1.61,80.44,2.2,3.55,1.26,2.29,81.12,14.77,80.88,0.08
2004,7,30,96.93,1.77,2.7,0.68,2.02,86.5,2.52,3.62,1.02,2.62,87.44,15.32,81.56,0.02
2004,7,31,96.94,1.73,3.32,0.57,2.75,98.81,2.46,4.31,0.8,3.52,100.19,14.47,78.88,0
2004,8,1,96.96,2.44,3.7,1.66,2.05,118.56,3.66,4.98,2.48,2.51,119.25,14.77,81.44,0.42
2004,8,2,96.94,2.62,4.03,1.59,2.45,89.12,3.87,5.22,2.52,2.7,90.19,14.77,81.62,0.01
2004,8,3,96.96,2.22,2.95,1.59,1.36,88,3.2,4.05,2.52,1.54,88.88,15.44,83.19,0
2004,8,4,96.97,2.55,3.6,1.42,2.18,91.06,3.62,4.27,2.23,2.04,92,14.77,80.88,0
2004,8,5,97,1.52,3.18,0.55,2.62,109.62,2.12,4.16,0.62,3.53,110.94,14.34,78.88,0
2004,8,6,97.01,1.81,3.77,0.77,2.99,117.62,2.62,4.39,0.9,3.49,118.69,14.4,79,0
2004,8,7,97.05,1.28,2.73,0.1,2.63,152.69,1.95,4.16,0.12,4.03,149.5,14.1,78.12,0
2004,8,8,97.07,1.82,3.18,1.17,2.01,87.06,2.69,4.38,1.33,3.06,88.44,14.04,79.75,0
2004,8,9,97.15,1.3,2.52,0.33,2.2,126.81,1.77,3.29,0.25,3.04,125.06,14.65,79.75,0
2004,8,10,97.05,1.16,1.67,0.28,1.38,92.56,1.52,2.41,0.42,1.98,95.06,14.1,76.25,0
2004,8,11,97.07,1.31,2.49,0.3,2.2,131.5,1.91,3.39,0.45,2.94,128.5,14.65,79.56,0.02
2004,8,12,97.1,1.8,2.41,1.05,1.37,69.38,2.55,3.37,1.55,1.8,70.69,15.32,81.62,0.02
2004,8,13,97.11,1.46,2.56,0.52,2.05,84.5,2.1,3.54,0.76,2.78,85,15.01,79.62,0
2004,8,14,97.05,1.55,3.15,0.51,2.64,131.31,2.26,4.43,0.74,3.69,132.06,15.14,82.25,10.72
2004,8,15,96.93,1.81,2.88,0.94,1.95,158,2.72,4.38,0.9,3.49,157.56,14.95,80.38,0.93
2004,8,16,96.95,1.6,2.67,1,1.67,127.81,2.27,3.5,0.92,2.58,127.69,14.89,80.12,0
2004,8,17,97.04,1.91,2.93,1.37,1.55,75.5,2.71,3.62,1.33,2.29,75.75,15.26,81.38,0
2004,8,18,97.04,1.64,2.89,0.88,2.02,110.12,2.43,3.92,1.1,2.82,125.5,15.2,80.81,1.63
2004,8,19,96.95,1.92,3.08,1.05,2.03,84.38,2.67,3.73,1.56,2.16,85.5,15.08,81.5,0.16
2004,8,20,96.86,1.86,2.99,0.98,2.01,88.69,2.59,3.75,1.68,2.07,89.5,15.81,82.75,0.1
2004,8,21,96.9,2.23,3.62,0.93,2.7,94.38,3.01,4.09,1.49,2.6,94.38,16.11,81.44,0
2004,8,22,96.95,1.99,3.12,0.88,2.25,87.06,2.7,3.66,1.52,2.15,87.75,15.87,81.56,0
2004,8,23,97,2.05,3.37,0.45,2.91,84.44,2.81,3.95,0.67,3.27,85.81,15.32,80.31,3.6
2004,8,24,96.99,2.03,3.21,0.46,2.75,155.69,2.91,4.66,0.73,3.93,157.31,15.14,80.25,0.08
2004,8,25,96.97,2.42,4.1,0.43,3.68,84.88,3.27,6.38,0.64,5.75,86.69,15.2,79.62,0
2004,8,26,96.88,1.25,2.35,0.74,1.62,118.25,1.75,3.02,0.62,2.39,117.81,15.26,79,0
2004,8,27,96.89,1.88,2.8,1.01,1.8,86.69,2.6,3.86,1.68,2.18,87.75,15.32,79.94,0
2004,8,28,96.94,1.92,3.18,0.52,2.66,115.69,2.84,4.85,0.86,3.99,117.62,14.95,78.38,0
2004,8,29,96.98,2.55,4.01,0.7,3.31,103.75,3.65,5.62,0.98,4.63,104.88,14.34,76.62,0
2004,8,30,96.91,1.91,3.38,0.81,2.57,91,2.7,4.3,1.19,3.12,91.38,14.89,78.38,0
2004,8,31,96.85,1.98,3.08,0.28,2.8,123.25,2.57,3.61,0.43,3.18,109.56,15.08,77.44,0
2004,9,1,96.8,1.65,2.57,0.84,1.72,145,2.22,3.14,1.23,1.91,130.31,15.81,80.25,20.39
2004,9,2,96.86,1.84,2.95,1.09,1.85,68.25,2.52,3.08,1.73,1.35,69.06,16.66,84.06,8.13
2004,9,3,96.89,2.13,3.72,0.98,2.74,65.81,2.85,4.17,1.5,2.67,67.12,16.91,84.56,2.54
2004,9,4,96.91,2.02,3.36,0.97,2.39,82.94,2.67,3.65,1.45,2.2,84.69,16.05,81.38,0.57
2004,9,5,96.92,2.12,3.34,1.4,1.95,85.56,2.84,3.69,2.2,1.48,86.88,16.48,83.75,15.77
2004,9,6,96.98,1.72,2.74,0.73,2.02,86.06,2.34,3.19,1.03,2.16,87.25,15.87,80.69,5.22
2004,9,7,96.98,2.41,4.27,1.25,3.01,122.81,3.48,5.14,2.19,2.95,123.06,15.5,79.31,0.08
2004,9,8,97.01,2.58,3.79,1.49,2.29,99.38,3.67,4.65,2.54,2.11,100,15.01,78.94,0
2004,9,9,96.98,2.27,3.22,0.62,2.59,91.94,3.19,4.66,0.99,3.67,93.19,15.08,78.5,0.05
2004,9,10,96.99,2.3,3.28,1.53,1.75,88.12,3.2,3.91,2.39,1.52,88.88,15.69,80.56,0.57
2004,9,11,96.97,2.38,3.52,1.64,1.88,79.25,3.38,4,2.89,1.11,80.19,15.93,80.12,0.12
2004,9,12,97.06,2.3,4.05,1.07,2.98,80.31,3.2,4.72,1.67,3.05,81.31,15.99,79.62,0.02
2004,9,13,97.08,2.27,3.3,1.12,2.16,83.56,3.14,3.86,1.77,2.09,85,16.54,81,5.12
2004,9,14,97.04,2.55,4.58,1.12,3.45,82.38,3.44,5.16,1.78,3.37,83.19,16.11,82.25,0.86
2004,9,15,96.97,2.37,3.51,1.45,2.05,76.06,3.33,4.12,2.53,1.59,76.88,16.48,83,6.59
2004,9,16,97.01,2.38,3.4,1.49,1.9,71.56,3.34,3.95,2.58,1.37,72.69,16.97,84.56,18.4
2004,9,17,97.01,2.45,3.52,1.57,1.94,75.75,3.56,4.23,2.86,1.37,77.19,16.66,82.88,15.29
2004,9,18,96.91,1.92,3.24,0.83,2.41,80.19,2.59,3.47,1.39,2.07,81.5,16.24,81.25,0.16
2004,9,19,96.85,2.16,3.3,1.12,2.17,79.62,2.95,3.88,1.86,2.02,81,16.36,79.31,0.08
2004,9,20,96.93,2.5,4.48,1.16,3.32,79.56,3.49,5.08,1.92,3.16,79.88,17.09,82.88,3.73
2004,9,21,96.97,2.6,4.05,1.44,2.61,68.19,3.6,4.62,2.48,2.14,68.94,17.03,83.62,0.01
2004,9,22,96.89,2.09,3.19,0.84,2.34,71.31,2.84,3.98,1.45,2.54,72.56,16.11,79.25,0
2004,9,23,96.81,1.98,3.58,0.8,2.78,96.12,2.61,4.12,1.25,2.87,96.62,15.99,78.12,0.15
2004,9,24,96.77,1.37,2.15,0.1,2.05,148.44,1.77,2.32,0.12,2.2,148.88,16.3,79.12,4.01
2004,9,25,96.78,1.38,2.35,0.67,1.68,145.5,1.81,2.48,0.73,1.75,147,16.24,79.81,2.81
2004,9,26,96.78,1.55,3.46,0.48,2.98,72.5,1.95,3.71,0.78,2.94,73.5,16.6,81.06,2.65
2004,9,27,96.77,1.68,3.23,0.62,2.62,51.25,2.25,3.51,0.91,2.6,52.38,16.97,82.75,9.01
2004,9,28,96.73,1.74,2.86,1.04,1.82,73.5,2.31,3.02,1.7,1.32,75.12,16.24,79,3.79
2004,9,29,96.84,1.88,3.19,0.77,2.42,70.31,2.48,3.46,1.19,2.27,71.38,16.3,79.81,0.44
2004,9,30,96.98,1.72,2.9,0.61,2.29,146.31,2.4,3.41,0.95,2.47,131.31,16.78,82.19,9.21
2004,10,1,96.97,1.09,2.36,0.45,1.91,162.62,1.55,2.78,0.43,2.35,151.19,16.78,80,2.76
2004,10,2,96.91,0.94,1.42,0.36,1.06,185.56,1.27,2.22,0.58,1.64,168.12,16.6,79.88,3.8
2004,10,3,96.93,1.34,2,0.08,1.92,190.94,1.81,3.33,0.23,3.1,189.38,16.11,79.44,9.19
2004,10,4,97.02,1.12,2.04,0.27,1.77,198.75,1.53,2.63,0.06,2.57,199.44,16.11,79.69,6.33
2004,10,5,97.09,1.42,2.85,0.08,2.77,141.94,2.05,3.42,0.23,3.19,126.12,14.34,73.12,4.93
2004,10,6,97.16,1.98,3.95,0.48,3.46,136.69,2.78,5.56,0.7,4.87,107.56,14.16,73.56,0.95
2004,10,7,97.07,1.73,2.68,0.3,2.38,107.56,2.26,3.45,0.51,2.95,108.75,14.89,74.12,0.04
2004,10,8,97.02,2.05,3.51,0.48,3.02,101.25,2.86,4.51,0.73,3.78,102.5,15.44,77.25,0
2004,10,9,97.04,2.1,2.84,1.23,1.61,85.81,2.88,3.63,1.97,1.66,87.12,15.93,78.25,2.73
2004,10,10,97.08,1.59,2.57,0.91,1.66,135,2.19,2.86,1.09,1.77,136.31,16.48,79.75,4.91
2004,10,11,97.1,1.98,4.02,0.29,3.73,104.81,2.49,4.46,0.38,4.08,106.25,15.69,75.06,0.44
2004,10,12,97.11,2.21,3.66,0.48,3.16,94.06,2.86,3.97,0.73,3.24,95.44,14.89,72.38,0.01
2004,10,13,97.1,2.42,3.24,1.2,2.05,85.25,3.43,4.4,1.84,2.55,85.38,15.62,74.69,0
2004,10,14,97.16,1.09,1.89,0.29,1.6,142.19,1.44,2.38,0.38,2.01,146.06,15.87,75.44,1.3
2004,10,15,97.11,1.65,2.74,0.9,1.84,149.31,2.33,4.09,1.34,2.76,152.38,15.56,74.12,0.12
2004,10,16,97.01,1.54,3.26,0.23,3.03,160.38,2.23,4.6,0.27,4.34,163.25,15.26,73.44,1.62
2004,10,17,96.92,1.24,2.5,0.28,2.22,185.38,1.64,3.12,0.5,2.62,186.75,15.26,73.44,0.18
2004,10,18,96.86,1.12,2.34,0.14,2.2,209.19,1.45,2.66,0.27,2.39,209.06,15.81,74.31,0.81
2004,10,19,96.8,1.39,2.57,0.49,2.08,112.38,1.89,3.09,0.61,2.48,113.31,15.5,74.38,1.79
2004,10,20,96.83,1.85,3.01,1.03,1.98,64.44,2.44,3.16,1.51,1.65,65,15.62,75.06,0.7
2004,10,21,96.81,2.08,3.45,0.8,2.66,80.94,2.74,3.7,1.28,2.42,82.12,16.42,76.5,0.34
2004,10,22,96.8,2.38,4.29,0.8,3.48,83.62,3.15,4.76,1.22,3.53,84.62,17.4,80.62,14.56
2004,10,23,96.81,1.59,2.13,0.97,1.16,64.25,2.31,3.95,1.44,2.51,65.56,17.4,80.69,0.7
2004,10,24,96.9,1.98,3.75,0.91,2.84,51.88,2.74,4.36,1.33,3.04,52.88,17.09,80.31,1.7
2004,10,25,96.89,2.45,4.19,1.35,2.84,57.69,3.29,4.62,2.16,2.47,58.62,17.09,80.12,0.5
2004,10,26,96.85,2.23,3.84,0.69,3.15,86.81,2.95,4.27,1.02,3.26,87.25,17.21,78,1.06
2004,10,27,96.76,2.04,3.73,0.73,2.99,76.19,2.74,4.17,1.09,3.09,77,17.7,81.56,7.47
2004,10,28,96.76,1.66,2.77,0.38,2.38,73,2.23,3.15,0.55,2.6,74,17.4,82,1.13
2004,10,29,96.77,1.91,3.55,0.39,3.16,136.31,2.47,3.84,0.52,3.33,136.81,17.4,79.31,1.06
2004,10,30,96.69,1.72,2.88,0.74,2.13,128.69,2.37,3.56,1.06,2.51,129.25,17.88,83.81,3.9
2004,10,31,96.63,1.72,3.41,0.69,2.72,97.06,2.21,3.78,0.95,2.83,98.56,17.58,82.06,1.21
2004,11,1,96.64,2.07,3.34,1.06,2.29,83.69,2.83,3.79,1.55,2.23,85.06,16.78,77.88,0.66
2004,11,2,96.7,1.94,3.79,0.27,3.52,66.06,2.49,4.26,0.37,3.89,67.25,17.46,79,0.24
2004,11,3,96.76,2.01,4.51,0.3,4.22,55.94,2.55,5.02,0.41,4.61,56.94,17.21,78.88,0.28
2004,11,4,96.78,1.95,3.36,0.77,2.59,68.56,2.57,3.95,1.09,2.86,69.31,16.24,76.94,8.08
2004,11,5,96.73,2.2,3.92,0.69,3.23,106.81,2.77,4.1,0.96,3.14,107.5,17.52,81.44,7.41
2004,11,6,96.75,2.99,5.01,1.09,3.92,124.19,4.01,5.48,2.04,3.43,153.75,17.94,83.69,16.43
2004,11,7,96.78,1.36,2.93,0.16,2.77,304.62,1.65,2.99,0.25,2.74,304.69,17.09,79.38,6.29
2004,11,8,96.79,0.98,1.84,0.24,1.61,232.12,1.25,2.06,0.41,1.65,217.56,17.52,80.38,6.6
2004,11,9,96.8,1.77,3.17,0.76,2.41,76.31,2.52,3.57,0.75,2.82,76.94,17.7,83.44,15.11
2004,11,10,96.82,2.16,2.89,1.55,1.34,34.69,3.16,4.12,2.58,1.54,35.19,18.07,86.44,6.95
2004,11,11,96.88,2.24,3.55,1.4,2.16,68.88,3.1,4.27,2.37,1.91,69.19,17.27,81.06,0.9
2004,11,12,96.92,2.73,4.76,1.29,3.47,77.19,3.62,5.26,1.98,3.28,78.44,17.03,79,0.01
2004,11,13,96.88,2.01,3.14,1.21,1.93,77.62,2.59,3.33,1.87,1.46,64,17.52,78.81,1.9
2004,11,14,96.82,1.68,2.9,0.21,2.7,54.75,2.23,3.17,0.29,2.88,55.12,17.94,81.88,6.29
2004,11,15,96.8,1.53,3.23,0.23,3,126.69,1.91,3.55,0.33,3.22,130,17.64,79.75,7.41
2004,11,16,96.84,1.64,2.87,0.29,2.58,66.25,2.09,3.02,0.37,2.64,68.38,17.09,77.31,0.92
2004,11,17,96.86,1.54,3.38,0.19,3.2,68.69,1.98,3.83,0.28,3.55,70.5,17.52,78.38,2
2004,11,18,96.84,1.53,3.07,0.18,2.89,84.88,1.95,3.38,0.26,3.11,86.19,17.52,78.12,0.39
2004,11,19,96.83,1.44,3.47,0.05,3.41,167.06,1.75,3.72,0.09,3.62,166.75,18.07,84.12,2.74
2004,11,20,96.77,1.38,2.94,0.14,2.8,261.5,1.78,3.27,0.26,3.01,261.5,17.58,81,4.74
2004,11,21,96.77,2.41,3.81,1.73,2.08,230.75,3.5,4.69,2.29,2.4,228.75,17.21,89.5,3.91
2004,11,22,96.81,1.7,2.95,0.6,2.34,295.38,2.25,3.08,0.75,2.34,295.56,16.85,81.25,6.5
2004,11,23,96.74,1.54,3.3,0.59,2.71,120.12,2.11,4.2,0.48,3.72,119.06,17.46,85.81,10.97
2004,11,24,96.75,1.96,3.78,0.93,2.84,71.19,2.77,4.11,1.19,2.92,71.38,17.4,87.12,10.34
2004,11,25,96.77,1.7,2.95,0.15,2.8,217.25,2.37,3.41,0.2,3.21,215.38,17.46,88,19.26
2004,11,26,96.79,1.59,2.85,0.48,2.38,281.81,2.24,3.59,0.58,3.02,279,17.27,82.94,10.44
2004,11,27,96.83,1.52,2.58,0.44,2.14,213.81,2.11,3.03,0.95,2.09,213.44,17.82,85.19,8.27
2004,11,28,96.83,1.31,2.85,0.3,2.55,236.06,1.73,3.27,0.34,2.92,234.81,17.88,83.44,9.46
2004,11,29,96.68,3.23,5.03,0.77,4.25,221.31,4.56,6.07,1.23,4.84,220.38,18.25,89.5,19.24
2004,11,30,96.65,3.09,3.85,2.31,1.54,226.94,4.55,5.73,3.6,2.12,226.62,18.13,91,12.04
2004,12,1,96.73,2.49,3.3,1.62,1.68,225.94,3.88,5.03,2.62,2.41,225.19,17.64,88.88,3.05
2004,12,2,96.83,3.21,3.91,2.16,1.75,221.62,4.64,5.77,3.92,1.86,221.06,17.03,85.19,0.44
2004,12,3,96.77,4.23,5.98,2.8,3.18,205.12,5.92,6.88,5.3,1.58,204.81,16.17,80,0.04
2004,12,4,96.74,3.74,4.72,2.49,2.23,223.81,5.21,6.12,4.73,1.41,223.94,16.24,80.06,0
2004,12,5,96.8,2.3,3.71,1.41,2.3,257.69,3.3,4.45,1.53,2.92,257.62,16.42,80.62,0.39
2004,12,6,96.94,1.41,1.92,0.65,1.27,266.81,2,2.84,0.63,2.21,266.19,16.78,83.75,2.2
2004,12,7,96.97,1.95,2.43,1.53,0.89,263.25,2.82,3.36,2.34,1.02,262.25,16.72,84.38,1.81
2004,12,8,96.84,2.37,3.88,1.58,2.3,235.38,3.52,4.51,2.35,2.16,234.75,16.85,80.44,3.03
2004,12,9,96.79,2.16,3.72,0.87,2.85,211.62,3.28,4.96,0.97,3.99,210.75,16.85,82,3.05
2004,12,10,96.75,1.44,2.46,0.68,1.78,103.44,2.19,4.04,1.09,2.95,105.12,17.76,85.12,5.71
2004,12,11,96.82,1.82,2.88,0.93,1.95,46.38,2.46,3.02,1.62,1.39,48.06,18.19,87.81,14.62
2004,12,12,96.85,1.92,3.5,0.9,2.59,175.06,2.69,4.44,1.4,3.03,176.44,18.19,89.81,24.2
2004,12,13,96.75,2.81,4.13,0.9,3.23,244.5,4.08,4.98,1.24,3.74,242.19,17.76,89.44,9.36
2004,12,14,96.58,1.71,2.92,0.45,2.48,285.19,2.38,3.78,0.56,3.22,278.56,18.01,93.88,14.58
2004,12,15,96.68,2.15,3.79,0.87,2.92,293.19,2.96,4.38,1.24,3.14,292.44,17.52,88.81,5.39
2004,12,16,96.79,1.28,2.05,0.31,1.73,144.31,1.65,2.34,0.48,1.86,143.94,17.4,84.38,0.52
2004,12,17,96.8,1.48,2.22,0.84,1.38,206.94,2.15,2.95,1.07,1.88,207.31,17.94,86.69,1.57
2004,12,18,96.76,1.91,2.99,1.14,1.85,325.25,2.72,3.38,2.05,1.33,324.62,17.94,91.31,12.13
2004,12,19,96.69,1.96,3.38,0.32,3.05,316.31,2.52,3.51,0.48,3.02,345.56,17.88,86,7.35
2004,12,20,96.7,2,3.3,0.67,2.62,191.69,2.76,4.69,0.71,3.98,193.25,17.64,85.75,8.68
2004,12,21,96.67,2.1,2.9,1.41,1.48,263.31,3.09,3.73,2.73,1.01,262.06,17.52,88.44,14.14
2004,12,22,96.65,1.66,2.06,1.12,0.94,246.94,2.46,3.38,1.98,1.41,246.69,17.58,88.25,2.34
2004,12,23,96.57,2.19,3.37,0.91,2.45,256.56,3.1,3.9,1.62,2.27,254.31,18.13,92.62,4.76
2004,12,24,96.67,1.76,2.83,0.5,2.33,186.62,2.76,4.21,0.64,3.57,186.5,17.88,90.88,29.42
2004,12,25,96.68,3.43,6.41,1.28,5.13,321.25,4.78,7.45,2.27,5.18,321.25,18.01,91.88,19.91
2004,12,26,96.64,2.81,5.64,0.79,4.85,295.5,3.83,6.62,1.18,5.45,295.56,17.52,91.81,21.31
2004,12,27,96.61,3.02,5.13,0.88,4.26,299.25,4.19,5.88,1.38,4.5,298.88,17.7,89.56,24.41
2004,12,28,96.71,3.4,5.86,1.07,4.79,302.69,4.77,6.79,1.73,5.06,302.56,17.46,90.81,21.66
2004,12,29,96.7,3.27,5.27,1.91,3.36,254.81,4.85,6.32,3.66,2.66,254.5,17.52,91.81,7.41
2004,12,30,96.73,2.31,4.39,1.32,3.07,275.94,3.17,4.97,1.83,3.14,275.31,16.78,88.31,4.87
2004,12,31,96.83,2.55,4.38,1.61,2.77,264.88,3.69,4.98,2.72,2.27,263.31,17.15,88.88,7.94
2005,1,1,96.85,3.22,4.73,1.91,2.82,234.31,4.61,5.55,3.44,2.11,234,17.09,86.88,1.09
2005,1,2,96.71,3.16,4.39,2.08,2.31,235.12,4.65,5.36,3.62,1.74,234.31,17.33,85.81,1.19
2005,1,3,96.71,2.73,4.41,1.73,2.69,266.06,3.87,5.03,2.63,2.4,265.38,17.7,87.38,2.74
2005,1,4,96.76,2.57,4.81,1.73,3.08,281.5,3.74,5.55,1.88,3.69,281.44,18.07,88.44,10.01
2005,1,5,96.77,2.26,3.85,0.89,2.96,255,3.17,5.98,0.98,5.01,254.5,17.58,87.94,8.44
2005,1,6,96.79,2.02,3.88,1.3,2.58,270.44,2.88,4.49,2.02,2.47,270.5,18.01,92.62,9.53
2005,1,7,96.82,2.65,4.59,1.19,3.41,285.88,3.63,5.11,1.97,3.14,285.5,17.7,91.12,7.75
2005,1,8,96.74,2.45,3.49,1.58,1.91,248.94,3.59,4.41,2.95,1.46,247.38,17.52,87.25,23.85
2005,1,9,96.73,2.73,4.59,1.64,2.96,253.19,3.96,5.52,1.83,3.7,252.31,17.82,89.81,6.06
2005,1,10,96.8,2.91,4.41,2.01,2.41,222.88,4.4,5.2,3.82,1.38,221.75,17.4,87.44,11.87
2005,1,11,96.85,1.3,2.95,0.3,2.65,227.56,2.05,4.48,0.45,4.03,225.38,16.78,81.38,3.2
2005,1,12,96.84,1.59,3,0.71,2.29,228.38,2.22,3.3,0.84,2.46,228,17.58,85.31,9.93
2005,1,13,96.8,1.72,2.85,0.45,2.41,229.38,2.54,3.48,0.56,2.91,227.88,17.27,86.75,5.86
2005,1,14,96.78,2.08,4.12,1.28,2.84,259.75,2.86,4.73,1.95,2.77,257.88,17.58,85.5,12.9
2005,1,15,96.75,2.05,3.8,0.74,3.06,272.44,2.8,4.16,1.09,3.07,271.12,18.19,88.62,11.45
